word,vector
36477,"[-0.004678213037550449,0.07911891490221024,-0.07760457694530487,-0.040497008711099625,-0.06843122094869614]"
2374,"[0.02450740896165371,0.019150741398334503,0.08147376030683517,-0.09667026996612549,0.03382107615470886]"
136540,"[0.04958441108465195,-0.08695219457149506,0.06419908255338669,0.07689597457647324,-0.017601044848561287]"
390,"[0.06559401005506516,-0.05534154549241066,-0.014600833877921104,0.03877156227827072,0.11382512748241425]"
750,"[0.27389925718307495,-0.449138879776001,-0.48906609416007996,0.5310021042823792,1.0993460416793823]"
1759,"[-0.05124669522047043,-0.08261886239051819,-0.056872785091400146,0.08945732563734055,-0.07771268486976624]"
185031,"[0.014763339422643185,-0.03971197083592415,0.0776173397898674,-0.11855988204479218,0.06317903101444244]"
79008,"[0.044074296951293945,-0.0738263949751854,0.17248493432998657,-0.09082259982824326,-0.211050882935524]"
36527,"[0.04208282008767128,0.012493233196437359,0.11737795919179916,-0.13536596298217773,-0.004040738567709923]"
149352,"[-0.20694932341575623,-0.11458749324083328,0.2323198914527893,-0.060652561485767365,-0.10035731643438339]"
61024,"[-0.30443960428237915,-0.24281202256679535,0.1709391176700592,-0.20174100995063782,-0.16568979620933533]"
3947,"[-0.05771154910326004,0.09005334228277206,-0.06295079737901688,0.051690541207790375,-0.016703680157661438]"
103042,"[-0.08627582341432571,-0.03394090756773949,0.10523084551095963,-0.10091295838356018,-0.31430190801620483]"
4200,"[-0.07005099207162857,-0.06082804873585701,-0.05938556045293808,0.07953430712223053,0.05699499696493149]"
60818,"[0.012115361168980598,-0.007647998631000519,0.006625557318329811,-0.07741963863372803,-0.15854033827781677]"
25952,"[0.043448109179735184,-0.08542417734861374,0.03906717896461487,-0.016270847991108894,-0.022936757653951645]"
162602,"[-0.3554614782333374,-0.24283960461616516,0.19058461487293243,-0.2512696087360382,-0.07126306742429733]"
8368,"[0.06898278743028641,-0.1171024963259697,0.216525599360466,-0.6031248569488525,-0.3274461627006531]"
639,"[-0.0912800282239914,-0.04666954278945923,0.07892636209726334,0.08611559867858887,0.05502193793654442]"
68135,"[-0.034118641167879105,0.0007504639215767384,0.09217893332242966,-0.1498875468969345,-0.11986389011144638]"
617,"[-0.02225523628294468,0.03369399160146713,0.11655724048614502,-0.07592272758483887,0.04125692695379257]"
5646,"[-0.16491860151290894,-0.11424074321985245,0.013604443520307541,-0.0511421300470829,-0.09120361506938934]"
7096,"[-0.0940750241279602,-0.05623336508870125,0.11958737671375275,-0.06362591683864594,-0.021010326221585274]"
4254,"[0.007803816348314285,0.031023943796753883,0.11856064200401306,-0.013214235194027424,0.024185150861740112]"
82527,"[-0.02791603095829487,-0.07019864022731781,0.03388741612434387,-0.08391480892896652,-0.0761035606265068]"
79695,"[0.040833983570337296,0.05719926953315735,0.07761216908693314,-0.21061556041240692,-0.19702500104904175]"
3555,"[-0.111688531935215,0.07898054271936417,0.16054348647594452,-0.22748446464538574,-0.027538873255252838]"
5508,"[-0.13279327750205994,0.0277352686971426,-0.022806687280535698,-0.10553568601608276,-0.09818639606237411]"
95858,"[-0.21100398898124695,-0.06077755242586136,0.3103235960006714,-0.18571287393569946,-0.1363396942615509]"
152083,"[-0.011713046580553055,-0.015265479683876038,0.04355932027101517,-0.15090633928775787,0.06039007008075714]"
3046,"[-0.03515218198299408,0.006249315571039915,0.10770709812641144,-0.02499358542263508,0.02358957752585411]"
128852,"[-0.11976794898509979,-0.016538698226213455,0.2360054850578308,-0.22058063745498657,-0.08632029592990875]"
40723,"[-0.09247256815433502,0.007425376214087009,0.1625148057937622,-0.17958670854568481,-0.1682894080877304]"
3013,"[-0.1066022664308548,-0.10207706689834595,0.0769272968173027,0.032177552580833435,0.01348270196467638]"
5415,"[-0.08570608496665955,0.0038124118000268936,-0.00473178643733263,0.002407106338068843,-0.05158792436122894]"
1960,"[-0.18758036196231842,0.04773031920194626,-0.00047722322051413357,0.0030120937153697014,-0.09787511825561523]"
1479,"[-0.09422482550144196,-0.007542910985648632,-0.12030777335166931,0.10049323737621307,-0.09533170610666275]"
3623,"[-0.06337552517652512,-0.178233802318573,0.12226040661334991,-0.22885917127132416,-0.08731570839881897]"
7745,"[-0.0453454926609993,-0.019095513969659805,0.08448802679777145,-0.00572311133146286,-0.09825360774993896]"
58554,"[-0.13881221413612366,0.03494047001004219,-0.0407586432993412,-0.09923030436038971,0.03517347201704979]"
180095,"[-0.0038782842457294464,-0.05061871558427811,0.14059048891067505,-0.12535172700881958,-0.05677418410778046]"
2551,"[-0.03405608981847763,-0.01786607690155506,0.07282570749521255,-0.02907784841954708,-0.09876974672079086]"
54997,"[-0.2666883170604706,-0.23954662680625916,0.05083068460226059,-0.2468930184841156,-0.10528936982154846]"
6058,"[0.01704576052725315,0.0013503152877092361,0.05936383455991745,-0.001031799241900444,0.07278947532176971]"
4771,"[-0.10053294152021408,-0.08915618062019348,-0.033572930842638016,-0.010081397369503975,-0.07515458762645721]"
149330,"[0.0061765252612531185,-0.06584183871746063,-0.07933611422777176,0.019279740750789642,-0.10449805110692978]"
104211,"[-0.2163933366537094,-0.18816019594669342,0.310359388589859,-0.1827787458896637,-0.3221668601036072]"
2672,"[-0.1308203786611557,-0.08181928098201752,-0.0041388291865587234,-0.03678916022181511,-0.09332001954317093]"
122924,"[-0.04109279066324234,0.034703221172094345,0.07377467304468155,-0.19046220183372498,-0.05666901171207428]"
69720,"[-0.10504569113254547,-0.1171177476644516,0.1397632658481598,-0.1008291095495224,0.0007624365389347076]"
86332,"[-0.026214687153697014,-0.16911113262176514,0.22974970936775208,-0.244404599070549,-0.27064263820648193]"
3120,"[0.03892996162176132,0.02036966010928154,0.07366030663251877,-0.09993977099657059,0.006364089902490377]"
100507,"[-0.18373996019363403,-0.05565597862005234,0.07789325714111328,-0.17627917230129242,0.037321656942367554]"
3499,"[-0.14942039549350739,0.09798301011323929,0.12176283448934555,-0.39170315861701965,0.05374476686120033]"
2630,"[0.005851880647242069,0.05453260987997055,-0.07890355587005615,0.07978657633066177,-0.04862832650542259]"
1226,"[-0.10533392429351807,0.09668812155723572,-0.09259232878684998,0.08156254887580872,-0.05044472962617874]"
174,"[-0.11799459159374237,0.011451270431280136,0.10774977505207062,0.011512472294270992,-0.00039434898644685745]"
59501,"[-0.07278561592102051,-0.10995908081531525,0.016156017780303955,-0.02988005429506302,-0.05388002097606659]"
107951,"[-0.11026035249233246,-0.12787611782550812,-0.02399885654449463,-0.03842804208397865,-0.013280882500112057]"
5464,"[0.059362538158893585,-0.43916016817092896,0.20973508059978485,-0.2858508825302124,-0.03870793431997299]"
2241,"[-0.002393363043665886,-0.0023789536207914352,-0.037464044988155365,0.05657682940363884,0.04800206050276756]"
1663,"[0.06704575568437576,-0.040373243391513824,0.08575619757175446,0.009675461798906326,-0.05333413556218147]"
79684,"[-0.03177814185619354,0.05981047451496124,0.12215793132781982,0.018725018948316574,-0.0656437948346138]"
410,"[-0.15048232674598694,0.0038857043255120516,0.013300484977662563,0.49636614322662354,0.4998130202293396]"
163925,"[-0.24206960201263428,-0.048270806670188904,0.24467229843139648,-0.16903604567050934,-0.08852972835302353]"
131013,"[-0.14473570883274078,-0.1588316112756729,0.050500016659498215,-0.11687622219324112,0.01545635238289833]"
60040,"[-0.1413038671016693,-0.11972945928573608,0.1388857662677765,-0.2884015738964081,-0.02160024456679821]"
361,"[-0.06478855758905411,0.03921504318714142,-0.08060558140277863,0.23182009160518646,0.08056529611349106]"
6987,"[-0.05497380718588829,-0.10685533285140991,0.048286762088537216,-0.22618399560451508,-0.056160639971494675]"
382,"[0.022499023005366325,-0.08352729678153992,-0.016373492777347565,0.03441150113940239,0.08409839868545532]"
1801,"[-0.08630749583244324,-0.076136514544487,-0.10487604886293411,-0.013202173635363579,-0.10958746075630188]"
44397,"[0.02562619373202324,-0.0506913997232914,0.0386330671608448,-0.10169097781181335,-0.04627087712287903]"
3783,"[-0.1112912967801094,-0.12357516586780548,0.07377419620752335,-0.17646048963069916,0.058117810636758804]"
6755,"[-0.154671311378479,-0.11883927136659622,0.03877514228224754,-0.13413842022418976,-0.0577048696577549]"
2328,"[0.014279340393841267,0.052116502076387405,0.05379793420433998,0.011701473966240883,-0.028094569221138954]"
6223,"[-0.06866006553173065,0.1029316708445549,-0.045967623591423035,-0.03359568119049072,-0.029897546395659447]"
4474,"[0.006654178723692894,-0.06037820130586624,-0.0015648985281586647,-0.07479052990674973,-0.10155142843723297]"
97923,"[0.08753851801156998,0.09273552894592285,-0.023727741092443466,-0.0987161323428154,-0.09445346891880035]"
141513,"[-0.09459889680147171,-0.15479357540607452,0.1047908365726471,-0.09442940354347229,-0.09094277769327164]"
93510,"[-0.4032790958881378,-0.3717591464519501,0.274037629365921,-0.3226083219051361,-0.3440781831741333]"
2273,"[-0.21432043612003326,-0.07283303886651993,0.061517901718616486,0.04381681978702545,-0.020953265950083733]"
108078,"[-0.08515012264251709,-0.09884049743413925,0.12904703617095947,-0.023209447041153908,-0.03585124760866165]"
30793,"[-0.18187765777111053,-0.10435312986373901,0.06787200272083282,-0.14999666810035706,-0.06267689168453217]"
5444,"[0.05013279244303703,-0.37835055589675903,0.12514570355415344,-0.2528705298900604,-0.005705457180738449]"
907,"[-0.04266146570444107,-0.08451849222183228,-0.04272765293717384,0.060943253338336945,-0.02026813104748726]"
4082,"[0.008741872385144234,-0.10814683139324188,0.15256522595882416,0.04009096324443817,0.08065211772918701]"
79428,"[-0.08325080573558807,-0.012689497321844101,0.015601074323058128,0.019242476671934128,-0.10020601749420166]"
68,"[0.08811438828706741,0.0017698428127914667,0.12424011528491974,0.0819605141878128,-0.04208717867732048]"
5114,"[0.03743194416165352,-0.12127742916345596,0.10832192748785019,0.022493485361337662,-0.06461768597364426]"
160644,"[-0.05799363553524017,-0.0928318053483963,0.04286718741059303,0.03903821110725403,0.0034766877070069313]"
91500,"[-0.15217727422714233,-0.1898796409368515,0.08013053238391876,-0.32489439845085144,-0.43822595477104187]"
31522,"[-0.03464148938655853,-0.0718291699886322,0.012004650197923183,0.07582135498523712,0.08829375356435776]"
242,"[-0.03251679614186287,0.041111551225185394,0.15756462514400482,0.21039636433124542,0.05589897185564041]"
93022,"[-0.013328621163964272,0.011226484552025795,0.002119261771440506,-0.060913994908332825,-0.10625503212213516]"
7789,"[0.004653572104871273,-0.19312559068202972,0.06272471696138382,-0.012974581681191921,-0.1090419664978981]"
7153,"[0.04400473088026047,-0.4233764708042145,0.13307128846645355,-0.5895211100578308,-0.26815301179885864]"
1215,"[-0.18856129050254822,0.17446459829807281,-0.9680734276771545,0.9701844453811646,-0.40614649653434753]"
166,"[0.03213297575712204,-0.018804235383868217,0.10793059319257736,0.10932239145040512,0.004707606974989176]"
4523,"[-0.02303771860897541,-0.10643909871578217,0.12137904018163681,-0.10440008342266083,0.001247077714651823]"
1223,"[-0.031900662928819656,0.038566187024116516,-0.6841134428977966,0.6788953542709351,-0.34224745631217957]"
7036,"[-0.05012158304452896,-0.05932704359292984,-0.01657751388847828,-0.002577877137809992,-0.014379648491740227]"
61,"[-0.03613590821623802,0.05609675869345665,0.05398830398917198,0.07395699620246887,0.08305183798074722]"
139640,"[-0.21058537065982819,0.026551855728030205,0.06651490926742554,-0.13554276525974274,-0.021255314350128174]"
8376,"[-0.0744386687874794,-0.10224972665309906,0.02532089315354824,-0.1961965709924698,-0.1155085489153862]"
26603,"[0.07703831046819687,0.06937794387340546,0.020626656711101532,-0.05379358306527138,0.0484255775809288]"
3303,"[-0.027955375611782074,-0.05912680923938751,0.09390264004468918,-0.0683150514960289,-0.06787090748548508]"
7222,"[0.06889661401510239,-0.056573063135147095,0.023439662531018257,-0.00914987176656723,0.040881168097257614]"
107,"[-0.030443884432315826,0.019520986825227737,0.10751162469387054,0.1587555855512619,0.08758576214313507]"
4973,"[0.17612981796264648,-0.5509607195854187,0.31063610315322876,-0.30281203985214233,0.14787524938583374]"
3911,"[-0.1896992176771164,0.0664733424782753,0.03173412010073662,-0.2829322814941406,-0.0844540223479271]"
112911,"[0.014036362990736961,-0.004142292309552431,-0.06399602442979813,0.06022316589951515,-0.06737310439348221]"
491,"[-0.028417399153113365,0.04796631261706352,0.04228620231151581,0.09147462248802185,0.16004426777362823]"
928,"[0.16003376245498657,-0.06917627900838852,-0.3391916751861572,-0.028176208958029747,0.05820399150252342]"
1588,"[-0.01734541356563568,0.03271878510713577,-0.08396264165639877,0.08111321926116943,0.01892259158194065]"
765,"[0.07410211116075516,-0.012977628037333488,-0.08390187472105026,0.0022340144496411085,0.044898681342601776]"
356,"[-0.6550891399383545,0.3970477879047394,0.6056904196739197,1.152570128440857,1.5009920597076416]"
26133,"[-0.04927800968289375,-0.20928779244422913,0.02419053576886654,-0.1637059599161148,-0.19297738373279572]"
61406,"[-0.10485415905714035,-0.12895812094211578,0.1428188979625702,-0.16495472192764282,0.03721317648887634]"
108949,"[0.027361903339624405,-0.030063843354582787,0.007381875067949295,0.006382372230291367,0.01891755312681198]"
26662,"[-0.23964083194732666,-0.29257798194885254,0.16497521102428436,-0.30507421493530273,-0.2624066472053528]"
33166,"[0.016123970970511436,-0.250642865896225,-0.1329319179058075,-0.28355520963668823,-0.3200474679470062]"
1916,"[-0.20122061669826508,-0.07931382209062576,0.005527039989829063,0.09430824220180511,-0.036825742572546005]"
8042,"[-0.02714332938194275,-0.18239344656467438,0.0907345563173294,-0.11343710124492645,-0.05976817011833191]"
82366,"[-0.07521194964647293,0.01622323878109455,-0.02939821593463421,0.07777830958366394,-0.055764514952898026]"
5912,"[-0.028561266139149666,0.02155577763915062,0.02032899297773838,0.012298664078116417,-0.12590835988521576]"
101025,"[0.060585420578718185,-0.048832088708877563,0.04026469960808754,-0.09058015048503876,0.06225183606147766]"
95720,"[-0.12378771603107452,-0.23083384335041046,0.2154041975736618,-0.12480107694864273,-0.1070791557431221]"
89492,"[-0.18330542743206024,-0.10034507513046265,0.02414737641811371,-0.4178164601325989,-0.5115197896957397]"
181413,"[-0.1560966670513153,-0.06436798721551895,0.18861940503120422,-0.10542327165603638,0.010801123455166817]"
1287,"[-0.5509701371192932,-0.039559777826070786,-0.5936087965965271,0.2058551013469696,-0.2084427922964096]"
1395,"[-0.12057098001241684,0.09264911711215973,0.06219853088259697,-0.0562988705933094,0.058418892323970795]"
62511,"[-0.08259128034114838,0.0037757381796836853,0.1288643479347229,-0.11238646507263184,-0.0176054909825325]"
8910,"[0.027252329513430595,-0.0667835921049118,0.11579202860593796,-0.21359755098819733,-0.08641529083251953]"
1473,"[0.051784027367830276,-0.08441181480884552,0.014094667509198189,-0.04728648066520691,-0.011069771833717823]"
92420,"[-0.3131781816482544,-0.14697152376174927,0.2586560845375061,-0.2807610034942627,-0.15130615234375]"
3608,"[-0.07723629474639893,-0.09760815650224686,0.1262204498052597,-0.13484157621860504,-0.08813579380512238]"
170399,"[-0.17474640905857086,-0.15878796577453613,0.17837491631507874,-0.19378642737865448,-0.13979659974575043]"
8371,"[0.05479554459452629,0.12364069372415543,0.021537186577916145,-0.17720404267311096,-0.11905333399772644]"
100553,"[-0.27185338735580444,-0.08462318778038025,0.3046857714653015,-0.14043211936950684,-0.09183939546346664]"
2278,"[-0.2482532113790512,0.06787990033626556,-0.010285568423569202,0.0014132601208984852,0.025088978931307793]"
3146,"[-0.00042969221249222755,0.0927150547504425,-0.11926314979791641,-0.1455201804637909,0.1040058583021164]"
56152,"[-0.08299796283245087,-0.12455981969833374,0.17124846577644348,-0.1862499713897705,-0.14562471210956573]"
44665,"[-0.11106789857149124,-0.09336835145950317,0.08427595347166061,-0.24152295291423798,-0.16309621930122375]"
217,"[0.04806893691420555,-0.10008092224597931,-0.08539959043264389,-0.10065744072198868,0.07172510027885437]"
5419,"[-0.0977933406829834,-0.16243876516819,0.08879412710666656,-0.08827462047338486,-0.09837298840284348]"
27563,"[-0.09335537999868393,-0.05331890285015106,0.08395049721002579,-0.009890450164675713,-0.1281423717737198]"
159415,"[-0.04294545203447342,-0.06846053898334503,0.06651440262794495,-0.17875933647155762,0.01957523077726364]"
3360,"[-0.0038939767982810736,-0.02893691137433052,0.12527982890605927,-0.23966339230537415,-0.09620673954486847]"
7773,"[0.07053529471158981,-0.09047757089138031,0.09291503578424454,0.013238130137324333,-0.038261305540800095]"
44974,"[-0.0544164665043354,-0.05418546497821808,-0.03883027657866478,-0.02076066844165325,-0.0489807054400444]"
736,"[0.14132966101169586,-0.3985031247138977,-0.4004691243171692,0.4305838942527771,0.744972825050354]"
4990,"[0.053196020424366,-0.0004405374638736248,-0.06340746581554413,-0.03128992021083832,-0.014860270544886589]"
128991,"[-0.15773138403892517,-0.0993751510977745,0.16837376356124878,-0.11058496683835983,-0.16689689457416534]"
7492,"[-0.034088362008333206,0.06726288050413132,0.05140566825866699,0.03946513310074806,-0.11303001642227173]"
2134,"[-0.03691243752837181,0.0015687429113313556,0.07248315960168839,0.0755230113863945,-0.005809206515550613]"
88699,"[0.05202574282884598,0.020990915596485138,0.1230316162109375,-0.14127255976200104,-0.0310379546135664]"
328,"[-0.0621025525033474,-0.04707828909158707,-0.015817737206816673,0.12955230474472046,0.07983940094709396]"
7352,"[-0.14633622765541077,-0.07978671044111252,0.01308569684624672,0.011289224028587341,-0.1761694699525833]"
4787,"[-0.042257338762283325,-0.14456771314144135,0.07333803176879883,0.004675641190260649,-0.07753780484199524]"
8972,"[0.005043887533247471,-0.22087809443473816,0.11954621970653534,-0.2064482420682907,-0.12947748601436615]"
101577,"[-0.0115654356777668,0.007177387364208698,-0.026980416849255562,0.009066537022590637,-0.07890843600034714]"
8836,"[-0.023128928616642952,-0.01625140570104122,0.12244519591331482,-0.05697641521692276,-0.13112255930900574]"
8338,"[-0.07422102242708206,0.04172544553875923,-0.036632366478443146,-0.02548246458172798,-0.06150662899017334]"
51662,"[-0.3056294918060303,-0.15090294182300568,-0.021467778831720352,-0.3700360953807831,-0.3169570565223694]"
107412,"[-0.20080649852752686,-0.07222703099250793,0.04697699844837189,-0.005032109096646309,-0.03028375655412674]"
89470,"[-0.06832070648670197,-0.16194605827331543,0.009523442015051842,-0.24235782027244568,-0.17481891810894012]"
2927,"[0.03271480277180672,0.03253098577260971,0.08817654103040695,-0.02720150351524353,0.01926513947546482]"
6201,"[-0.09824718534946442,-0.11673159152269363,0.0533929280936718,0.042539943009614944,-0.04239758476614952]"
4312,"[0.023455781862139702,-0.06530483812093735,0.02901807799935341,0.02013077586889267,-0.11233541369438171]"
3024,"[0.003541576210409403,-0.019381826743483543,-0.07649737596511841,-0.005526482127606869,-0.019869662821292877]"
3035,"[-0.06163113936781883,-0.09597118198871613,0.0992179661989212,-0.15595102310180664,-0.13095034658908844]"
13,"[-0.04171369969844818,0.07239748537540436,-0.012584289535880089,-0.008192474953830242,-0.04653121903538704]"
141688,"[0.014978749677538872,-0.06517080217599869,-0.04471956193447113,0.040924012660980225,-0.07389506697654724]"
132422,"[-0.04531484469771385,-0.0893719419836998,0.13474510610103607,-0.17834582924842834,-0.14699044823646545]"
5944,"[0.0608699731528759,-0.11658964306116104,0.06346844136714935,-0.1951599419116974,-0.005110025871545076]"
3038,"[0.022415203973650932,-0.042432546615600586,-0.04941324517130852,-0.16330167651176453,-0.08581143617630005]"
6777,"[0.05447782576084137,-0.02546827495098114,-0.018404467031359673,0.006545973476022482,0.048855748027563095]"
3534,"[0.00791559461504221,-0.038270313292741776,0.14596149325370789,-0.24965359270572662,-0.04998252913355827]"
4432,"[0.0019818590953946114,0.03863849863409996,0.12421072274446487,-0.10388056933879852,-0.039863649755716324]"
8961,"[0.035656578838825226,-0.024842046201229095,0.17682179808616638,-0.42210644483566284,-0.5183750987052917]"
62250,"[-0.16170191764831543,-0.1349947303533554,0.021147094666957855,-0.09022067487239838,-0.10244633257389069]"
107159,"[-0.2206006646156311,-0.031420838087797165,0.09575016796588898,-0.014524959027767181,-0.0032078856602311134]"
77931,"[-0.001964347902685404,-0.08562292903661728,0.0890960842370987,-0.00011665653437376022,-0.10369061678647995]"
86142,"[0.05392109602689743,-0.01773820072412491,0.034799542278051376,-0.033617183566093445,-0.04947790876030922]"
3678,"[-0.060852035880088806,-0.024683304131031036,0.06263431161642075,-0.10989373177289963,0.027304762974381447]"
5404,"[-0.011236931197345257,-0.12233742326498032,0.16836558282375336,-0.13994938135147095,-0.026925472542643547]"
26554,"[-0.11290019005537033,-0.04286385327577591,0.10193890333175659,0.036229997873306274,0.023117676377296448]"
5992,"[-0.03110041841864586,-0.12539395689964294,0.06975232064723969,-0.1019880622625351,-0.1361061930656433]"
509,"[-0.16827994585037231,-0.17847412824630737,-0.146397665143013,0.611971914768219,0.6977840662002563]"
46,"[-0.02373092621564865,0.0284444447606802,0.009691260755062103,0.043763503432273865,-0.07191824913024902]"
31410,"[-0.15702049434185028,-0.0918770357966423,0.06651036441326141,-0.3051535487174988,-0.14205455780029297]"
206,"[0.017860369756817818,0.07085525244474411,0.06004204601049423,0.017050106078386307,0.02945694327354431]"
160980,"[0.061977632343769073,-0.053593434393405914,0.04728572070598602,-0.04394294321537018,0.07894651591777802]"
32019,"[0.012112246826291084,0.010013677179813385,-0.035630591213703156,-0.12969741225242615,-0.10674027353525162]"
165671,"[-0.20038700103759766,-0.17044800519943237,0.30609622597694397,-0.24505490064620972,-0.18202859163284302]"
4178,"[-0.28156769275665283,-0.14444565773010254,0.12260641157627106,-0.027040738612413406,0.05961383506655693]"
255,"[0.006608087569475174,-0.00330481119453907,0.07769042998552322,-0.03023143671452999,0.08876211196184158]"
728,"[0.04401184991002083,-0.026763098314404488,-0.08949072659015656,0.18684856593608856,0.2378603219985962]"
1487,"[0.043892838060855865,-0.05460060015320778,-0.053530048578977585,0.06267581135034561,-0.01829301193356514]"
91535,"[-0.02654164656996727,-0.1882493793964386,0.03713491931557655,-0.15704917907714844,-0.1386728286743164]"
69140,"[-0.071139395236969,-0.05031508207321167,0.01619456708431244,-0.09744974225759506,0.10060649365186691]"
2015,"[0.03627460077404976,-0.08791424334049225,-0.07843133062124252,-0.08303335309028625,0.02053612656891346]"
7048,"[-0.07602062821388245,-0.02123725228011608,0.13845603168010712,-0.02678489312529564,0.024406183511018753]"
1953,"[-0.022861192002892494,0.13200078904628754,0.0756273940205574,0.0886160358786583,-0.06761456280946732]"
40955,"[-0.05779286101460457,-0.10455695539712906,0.04577045142650604,-0.038042355328798294,-0.08585019409656525]"
325,"[0.046526145190000534,0.03632936254143715,0.012920333072543144,0.06128367409110069,-0.048550598323345184]"
75985,"[-0.10040183365345001,0.04882745072245598,-0.027155114337801933,-0.05560825765132904,0.014725178480148315]"
7139,"[0.01474805362522602,0.07252676784992218,0.13195830583572388,-0.05610726773738861,-0.10661573708057404]"
1834,"[-0.019048750400543213,-0.10052666068077087,0.059169672429561615,-0.0366426557302475,-0.07335551083087921]"
140928,"[0.02822331339120865,-0.10356061905622482,-0.04898035153746605,-0.023637916892766953,-0.09414838999509811]"
45720,"[-0.09003625065088272,-0.01582559198141098,0.03878848999738693,-0.1824655681848526,-0.17903012037277222]"
112183,"[-0.1804855465888977,-0.05111279338598251,0.13670498132705688,-0.19573689997196198,-0.2002476453781128]"
146684,"[-0.19809652864933014,-0.14930018782615662,0.14992490410804749,-0.2529963254928589,-0.0037765903398394585]"
34072,"[0.0719216987490654,-0.1978122889995575,0.11134110391139984,-0.2295970916748047,-0.1518196165561676]"
5856,"[0.049249451607465744,-0.11600933969020844,-0.027351047843694687,0.04147721081972122,-0.06805013865232468]"
516,"[-0.021766381338238716,0.04649098217487335,-0.01645665615797043,0.09213611483573914,0.0787678137421608]"
1498,"[0.02314845658838749,-0.06740853190422058,-0.06763046234846115,-0.11095982044935226,0.06903748214244843]"
2493,"[0.06677623093128204,0.013562483713030815,-0.008931044489145279,-0.014547044411301613,0.051580362021923065]"
595,"[-0.24314552545547485,-0.7493212223052979,-0.4256468415260315,0.6858268976211548,1.3616666793823242]"
7340,"[0.08629437536001205,-0.07174357771873474,0.09615455567836761,-0.042643483728170395,-0.05904548987746239]"
4407,"[-0.10010580718517303,-0.07834595441818237,0.11185549199581146,-0.1061188355088234,-0.10750772804021835]"
1447,"[0.012913906946778297,-0.09588037431240082,-0.0005195294506847858,-0.06759699434041977,-0.04569081962108612]"
44199,"[-0.20983055233955383,-0.04192836210131645,0.21288548409938812,-0.16690367460250854,-0.15371869504451752]"
60904,"[0.002647681161761284,0.07480849325656891,-0.013685189187526703,-0.06258118152618408,-0.0316799096763134]"
2320,"[-0.04199262708425522,0.1163204237818718,-0.05225734785199165,0.11241278052330017,-0.04473385959863663]"
162578,"[-0.08543425053358078,-0.1892796754837036,0.18811367452144623,-0.20809684693813324,-0.08398177474737167]"
68791,"[0.08393120765686035,0.04072792828083038,0.127620667219162,-0.1999702751636505,-0.08808616548776627]"
130578,"[-0.26222503185272217,-0.19512809813022614,0.16720300912857056,-0.13728637993335724,-0.06362099200487137]"
1674,"[-0.11182191967964172,0.05229873210191727,-0.14180102944374084,0.04658332094550133,-0.18771517276763916]"
91470,"[-0.26043403148651123,-0.12116984277963638,0.0490107536315918,-0.19258002936840057,-0.08474761247634888]"
6335,"[-0.20945759117603302,-0.030047409236431122,0.21610262989997864,-0.12532585859298706,-0.042058758437633514]"
3592,"[-0.07185356318950653,0.025433389469981194,-0.008310660719871521,0.03633490949869156,-0.022385835647583008]"
3814,"[-0.1509234458208084,0.001407500123605132,0.08065643161535263,-0.16910800337791443,-0.06117423251271248]"
949,"[0.07726508378982544,-0.02194581739604473,-0.001647481694817543,0.10522279143333435,0.051536500453948975]"
157296,"[-0.38822421431541443,-0.11227565258741379,0.2772214114665985,-0.2343503087759018,-0.28998619318008423]"
61026,"[0.017459986731410027,-0.1389354169368744,0.0264822356402874,-0.03274345397949219,0.0486743189394474]"
296,"[-0.4512365758419037,0.8570692539215088,0.9643014073371887,1.04927659034729,1.212954044342041]"
101142,"[0.053032439202070236,-0.07964523881673813,0.07263603061437607,-0.16983404755592346,-0.164415642619133]"
3063,"[0.05230829119682312,-0.09091989696025848,-0.1131114661693573,0.06852017343044281,0.028766237199306488]"
5682,"[-0.11814576387405396,-0.02482420578598976,-0.023761199787259102,-0.09814437478780746,0.002610619645565748]"
47404,"[-0.00017879405640996993,-0.028334742411971092,-0.014191536232829094,-0.0970371663570404,-0.052133169025182724]"
51084,"[0.0027837720699608326,-0.10461807250976562,0.10745464265346527,0.004326083231717348,-0.03356170281767845]"
3825,"[-0.1720878779888153,-0.006278613116592169,-0.004154696129262447,-0.11957307159900665,-0.12639884650707245]"
127202,"[-0.2876535952091217,-0.0232170969247818,0.17554539442062378,-0.13880395889282227,-0.010217010043561459]"
3862,"[-0.025439662858843803,0.06435959041118622,-0.009484522044658661,0.07553437352180481,-0.0271000973880291]"
112580,"[0.03254583850502968,-0.06511840224266052,-0.025698553770780563,-0.007097152061760426,0.021375928074121475]"
96610,"[-0.27258098125457764,-0.16518132388591766,0.12251925468444824,-0.21140235662460327,-0.23478247225284576]"
99,"[-0.07846713066101074,0.013507364317774773,0.06869426369667053,-0.021436311304569244,-0.009655021131038666]"
2618,"[-0.09317974001169205,-0.01488974504172802,-0.11778543144464493,0.06293954700231552,-0.08882119506597519]"
3746,"[-0.02623606286942959,0.006741449236869812,0.0630568191409111,0.0020272061228752136,-0.06441944092512131]"
1458,"[-0.07327540963888168,-0.04420315474271774,0.0853966474533081,-0.09135351330041885,0.05734303221106529]"
105746,"[-0.1865733116865158,-0.0025255857035517693,0.07690564543008804,-0.008886940777301788,-0.04807164892554283]"
118997,"[-0.11682742834091187,-0.0849025771021843,0.08353299647569656,0.0735648050904274,-0.09179545938968658]"
177,"[-0.07159660756587982,0.10829437524080276,0.10119329392910004,-0.04915697127580643,-0.058192990720272064]"
